"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x834858993583583232","Outbreak Observatory","Outbreaks101","Baltimore, MD","Supporting independent, real-time learning for outbreak response.

Johns Hopkins Center for Health Security","https://t.co/4WehyJJaOX",FALSE,239,178,7,487,131,2017-02-23 20:14:29,FALSE,"https://t.co/4WehyJJaOX","http://www.outbreakobservatory.org","en","https://pbs.twimg.com/profile_banners/834858993583583232/1507314542","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/916368259125047298/jr9V6TjE_normal.jpg"
"x776952165575299072","Larry LT-Z28","llyoung28","United States","Political News",,FALSE,281,136,16,61786,10440,2016-09-17 01:13:26,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/779673877777682432/h0W1Sd7x_normal.jpg"
"x15965292","MPR News","MPRnews","Minnesota","Breaking News, and award-winning coverage from Minnesota Public Radio News. Tweets by @publicmic @n_yang @sarasporter @codyleenelson","https://t.co/9fCde0YkJK",FALSE,240437,839,2933,78089,790,2008-08-24 03:29:23,TRUE,"https://t.co/9fCde0YkJK","http://mprnews.org/","en","https://pbs.twimg.com/profile_banners/15965292/1485192915","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/705087700269817857/yv1jLeHt_normal.jpg"
"x3810171","Michael Psarouthakis","Psarouthakis","Ann Arbor, MI","I #tech therefore I am.....lucky my wife puts up with me, working @UMOTT, into #startups, a #gearhead, a #traveler, #political, #opinionated, which are my own 😎","https://t.co/tuw0LUepmC",FALSE,20158,6613,180,10277,2570,2007-04-08 18:25:26,FALSE,"https://t.co/tuw0LUepmC","https://www.linkedin.com/in/michaelpsarouthakis","en","https://pbs.twimg.com/profile_banners/3810171/1485259770","http://pbs.twimg.com/profile_background_images/64472587/Swiss_gold_coins.jpg","http://pbs.twimg.com/profile_images/879703319438127104/8VQfy_H1_normal.jpg"
"x4306732883","Swarna Lily","stylishgirls7","United States","","https://t.co/wP3Dg6l5Pl",FALSE,413,275,73,327487,0,2015-11-28 11:48:42,FALSE,"https://t.co/wP3Dg6l5Pl","http://foreign-zone.likesyou.org","en","https://pbs.twimg.com/profile_banners/4306732883/1448711962","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/670571142847946752/Lrg7swty_normal.jpg"
"x706895564575617025","Richard Joha","Inspirebrandnew","United States","","https://t.co/n3WFvziJtN",FALSE,77,180,5,36445,0,2016-03-07 17:33:30,FALSE,"https://t.co/n3WFvziJtN","http://foreign-zone.com","en","https://pbs.twimg.com/profile_banners/706895564575617025/1492873122",,"http://pbs.twimg.com/profile_images/706896509736845312/sdcaWsot_normal.jpg"
"x714511603543048192","Emily_Watson","Emily_Watson24","United States","Below is a list of most of the news  offers. These feeds are updated whenever relevant new content is  published to the site.",,FALSE,227,467,7,60707,0,2016-03-28 17:56:56,FALSE,,,"en","https://pbs.twimg.com/profile_banners/714511603543048192/1459188912",,"http://pbs.twimg.com/profile_images/857986679331627008/HUGYJlao_normal.jpg"
"x4748350170","Melanie Witkower","shoppingbag24","California, USA","Top Class In my world New Windows",,FALSE,236,204,2,59754,0,2016-01-12 13:53:26,FALSE,,,"en","https://pbs.twimg.com/profile_banners/4748350170/1456429726","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/713693851614113792/bHcXrnnN_normal.jpg"
"x1305384434","Siler & Ingber, LLP","SilerandIngber","New York, NY","New York Personal Injury firm dedicated to representing victims of accidents. INJURED? Call the #lawyers at Siler & Ingber 1-877-529-4343 for a FREE consult.","https://t.co/sgRjCcpm5R",FALSE,384,1029,8,876,258,2013-03-26 19:24:16,FALSE,"https://t.co/sgRjCcpm5R","http://www.nylawnet.com","en","https://pbs.twimg.com/profile_banners/1305384434/1519830343","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/879644948294811648/a0nX862e_normal.jpg"
"x54886540","(((Dorit Reiss)))","doritmi","Bay Area, CA","Professor of Law, UC Hastings of the Law, teaches torts, administrative law, and others. Writes on issues related to vaccines and the law. Vaccine advocate.","https://t.co/oMYzNA3Rg6",FALSE,2675,1708,147,108531,66215,2009-07-08 12:55:57,FALSE,"https://t.co/oMYzNA3Rg6","http://www.uchastings.edu/faculty/reiss/","en","https://pbs.twimg.com/profile_banners/54886540/1507396667","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/957338299512668160/BS5jhxgX_normal.jpg"
"x930188550091440128","Newsweek Science","NewsweekScience","New York, NY","All the latest science and health news—past, present and future; micro to macro; always fascinating.","https://t.co/fPX6AI9cw2",FALSE,257,486,3,1529,8,2017-11-13 21:40:07,FALSE,"https://t.co/fPX6AI9cw2","http://www.newsweek.com/tech-science","en","https://pbs.twimg.com/profile_banners/930188550091440128/1510684131","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/930203705881833472/044zskKE_normal.jpg"
"x593813785","Donna Young","DonnaYoungDC","Washington","All things Washington for pharma/biotech, health care & science news - 'The pharma diviner' - Senior Reporter, S&P Global News","https://t.co/Dh0BddmFod",FALSE,6720,1863,468,66839,7819,2012-05-29 15:45:45,FALSE,"https://t.co/Dh0BddmFod","http://marketintelligence.spglobal.com/our-thinking/news.html","en","https://pbs.twimg.com/profile_banners/593813785/1402071031","http://pbs.twimg.com/profile_background_images/828264930/6cd70d5efa13824b51e8f8dbd73a36c3.jpeg","http://pbs.twimg.com/profile_images/474939099648778240/Ug76s07w_normal.jpeg"
"x2904169317","Scott Gottlieb, M.D.","SGottliebFDA","White Oak, MD","23rd Commissioner of the U.S. Food and Drug Administration","https://t.co/x6psOGWCfi",FALSE,16708,438,248,2480,97,2014-12-03 19:50:35,TRUE,"https://t.co/x6psOGWCfi","http://www.fda.gov","en","https://pbs.twimg.com/profile_banners/2904169317/1517796048","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/960344726800093189/v0Y5v2Lg_normal.jpg"
"x4138113674","NASciences","NASciencesTeam","Scottsdale, AZ","New Amsterdam Sciences is a development-stage bioscience company focused on the research and development of therapies for IPF, influenza, and radiation exposure","https://t.co/tMxhThsV3l",FALSE,123,443,1,1298,248,2015-11-05 19:24:26,FALSE,"https://t.co/tMxhThsV3l","http://www.newamsterdamsciences.com/","en","https://pbs.twimg.com/profile_banners/4138113674/1518119470","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/908385080036360192/1vmteSd4_normal.jpg"
"x16260117","Paul Kanter","PaulKanter","United States","https://t.co/Ibtbgs1sCv","https://t.co/WN5Rse5bdo",FALSE,935,3843,30,4112,2719,2008-09-12 18:16:41,FALSE,"https://t.co/WN5Rse5bdo","https://paulkanter.wordpress.com","en","https://pbs.twimg.com/profile_banners/16260117/1444067168","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/967200155068960768/bBHgdcVl_normal.jpg"
"x275503403","Naisha & Ron Ortoli","TheThrivalist","Vermont","Don't just survive-- thrive! Simple abundance, homesteading, living close to the Earth and close to Creator. Independent consultants for Shelf Reliance.","http://t.co/QAqBbIpMKY",FALSE,493,528,35,4760,0,2011-04-01 12:09:25,FALSE,"http://t.co/QAqBbIpMKY","http://www.GreenMountainThrivalist.com","en",,"http://pbs.twimg.com/profile_background_images/231977361/mountains50.gif","http://pbs.twimg.com/profile_images/1304457138/us_normal.jpg"
"x808702468712529922","Healthcare Analytics News","HCA_News","Cranbury, NJ","Healthcare Analytics News covers the nexus of medicine and tech. The latest on analytics, AI, pop health, telehealth, cybersec, and more. An MJH Associates pub.","https://t.co/JQz1Cy3s3s",FALSE,805,173,30,6991,207,2016-12-13 15:57:48,FALSE,"https://t.co/JQz1Cy3s3s","http://hcanews.com","en","https://pbs.twimg.com/profile_banners/808702468712529922/1512141575","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/936615865268576256/E8rsDimy_normal.jpg"
"x291689487","Animal Care Center","AnimalCareVet","Cincinnati","We are a full service veterinary hospital and boarding facility that has been serving the Cincinnati area for over 30 years.","http://t.co/PKUbQR5a9i",FALSE,116,106,3,248,21,2011-05-02 13:17:57,FALSE,"http://t.co/PKUbQR5a9i","http://animalcarecenters.net","en","https://pbs.twimg.com/profile_banners/291689487/1502995611","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/898254944343437313/kpjgiSQB_normal.jpg"
"x113697608","Youssof Mal","youssofmal","Boston, Ma","I am your curator. An eclectic.","http://t.co/X39CmZrN9F",FALSE,415,555,13,3416,20,2010-02-12 18:28:30,FALSE,"http://t.co/X39CmZrN9F","http://about.me/youssof","en","https://pbs.twimg.com/profile_banners/113697608/1398971121","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1585179734/_AHD8992_Processed243_normal.jpg"
"x800501342653399040","The NY Evening","TheNYevening","New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.","https://t.co/ZJEbFLWzAK",FALSE,9561,10247,84,8158,309,2016-11-21 00:49:27,FALSE,"https://t.co/ZJEbFLWzAK","http://nyeveningnews.com/","en","https://pbs.twimg.com/profile_banners/800501342653399040/1507463209","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/800505259332431872/3jpChnkg_normal.jpg"
"x67008915","ID News","InfectDisNews","Thorofare, NJ","Official feed for Infectious Disease News. Follow us for the latest clinical trial results and ID news. Find us also on FB: https://t.co/TYznTtEzvC","https://t.co/wfbPD6NyEn",FALSE,4609,1098,154,9646,660,2009-08-19 14:09:24,FALSE,"https://t.co/wfbPD6NyEn","http://www.healio.com/ID","en","https://pbs.twimg.com/profile_banners/67008915/1427900054","http://pbs.twimg.com/profile_background_images/378800000057130458/dfeb1c09381498181273a8006efaa258.jpeg","http://pbs.twimg.com/profile_images/463710721830711297/OBf7BJDp_normal.jpeg"
"x16812696","Hamilton Co. Health","HamCoHealth","Cincinnati, Ohio","Hamilton County Public Health, located in Cincinnati, Ohio, educates, serves & protects our community for a healthier future. Visit https://t.co/zevckzoKBA.","https://t.co/QV6QdZFoCz",FALSE,6615,679,267,28258,4210,2008-10-16 19:37:13,FALSE,"https://t.co/QV6QdZFoCz","http://www.hcph.org","en","https://pbs.twimg.com/profile_banners/16812696/1489759020","http://pbs.twimg.com/profile_background_images/834638890/14baab2054d8b5e1d4a1a396d6dc4a0f.jpeg","http://pbs.twimg.com/profile_images/956198366672809985/SoLDTjKj_normal.jpg"
"x32492934","BioWorld","BioWorld","USA","Biopharma’s trusted news source. Lynn Yoffee, Jennifer Boggs, Peter Winter, Anette Breindl, Mari Serebrov, Marie Powers, Randy Osborne, Michael Fitzhugh","http://t.co/xoNjR0iK9f",FALSE,29831,8450,723,22315,428,2009-04-17 17:38:52,FALSE,"http://t.co/xoNjR0iK9f","http://www.bioworld.com/","en","https://pbs.twimg.com/profile_banners/32492934/1497385036","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/874739943939088384/9EOFPOYw_normal.jpg"
"x1409587940","Rose Nambozo,MSN, RN","NambozoRose","Woodbury, Minnesota","Registered Nurse, Founder of Healing Arrows of health organization, Entrepreneur, Humanitarian, helping create the economy of the future, making a difference.",,FALSE,14672,1639,25,10215,4992,2013-05-07 06:57:41,FALSE,,,"en",,"http://pbs.twimg.com/profile_background_images/378800000022157894/8df4c3eff5ad6f078021b71210c1bdc9.jpeg","http://pbs.twimg.com/profile_images/852934077405704192/W83Yd6ip_normal.jpg"
"x23995096","ACC Media Center","ACCmediacenter","Washington, DC","News from the ACC's Media Center. Follow @ACCinTouch for other College updates. Any embargoed information posted on Twitter is considered an embargo break.","https://t.co/O3epPwFvfm",FALSE,7402,1204,122,3463,100,2009-03-12 18:07:20,FALSE,"https://t.co/O3epPwFvfm","http://www.acc.org/mediacenter","en","https://pbs.twimg.com/profile_banners/23995096/1467747757","http://pbs.twimg.com/profile_background_images/378800000091362562/9b9268d2e9e8dc916bd67066b193f764.jpeg","http://pbs.twimg.com/profile_images/378800000572048999/2262cfb2cb8e4e6c8ae217256013039f_normal.jpeg"
"x819168808262922241","cbc_diff","cbc_diff","Toronto, Ontario","Tweeting edits to the CBC. Avatar by Leah Vandenberg https://t.co/WtEaTOQERs","https://t.co/JYM11GcWPB",FALSE,289,0,27,214045,0,2017-01-11 13:07:18,FALSE,"https://t.co/JYM11GcWPB","https://github.com/DocNow/diffengine#readme","en",,,"http://pbs.twimg.com/profile_images/821107901691359235/96RkbTLr_normal.jpg"
"x819168808262922241","cbc_diff","cbc_diff","Toronto, Ontario","Tweeting edits to the CBC. Avatar by Leah Vandenberg https://t.co/WtEaTOQERs","https://t.co/JYM11GcWPB",FALSE,289,0,27,214045,0,2017-01-11 13:07:18,FALSE,"https://t.co/JYM11GcWPB","https://github.com/DocNow/diffengine#readme","en",,,"http://pbs.twimg.com/profile_images/821107901691359235/96RkbTLr_normal.jpg"
"x80868850","Laurie Gibson","celticraven1962","Haskell, OK","Speak out for those who cannot speak, for the rights of all the destitute. Speak out, judge righteously, defend the rights of the poor and needy. Prov. 31:8-9",,FALSE,380,1140,18,5919,241,2009-10-08 15:08:54,FALSE,,,"en",,"http://pbs.twimg.com/profile_background_images/181939874/twitter_bgrnd.jpg","http://pbs.twimg.com/profile_images/1232794061/a7c82cf2-d65c-4ef1-8dfc-bb16e8238fcf_normal.png"
"x3762413663","Pennsylvania","PennsylvaniaGov","Pennsylvania","Keystone State. Proudly founded by William Penn in 1681 as a place of tolerance and freedom. Follow for #PAgov news and the stories that make us #PAproud.","https://t.co/BfSCdkAnEc",FALSE,4048,2778,42,1143,385,2015-09-24 17:36:18,TRUE,"https://t.co/BfSCdkAnEc","http://pa.gov","en","https://pbs.twimg.com/profile_banners/3762413663/1512511023","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/915309831631835137/jKnFhyx2_normal.jpg"
"x46185753","RT Magazine","RTmagazine","Los Angeles","RT: For Decision Makers in Respiratory Care is a leading source of news, research, and product information for respiratory care practitioners.","http://t.co/FKO3AJG8gO",FALSE,3632,220,81,5767,17,2009-06-10 18:27:29,FALSE,"http://t.co/FKO3AJG8gO","http://www.rtmagazine.com","en","https://pbs.twimg.com/profile_banners/46185753/1404186653","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/684137294194851841/gFM50S69_normal.jpg"
"x3374050907","Oral Health Group","OralHealthGroup","Toronto, Ontario","Dentistry's hub of dental news, videos, clinical features and blogs.","http://t.co/5zqeV3fQYY",FALSE,1262,352,33,4088,178,2015-07-13 14:34:24,FALSE,"http://t.co/5zqeV3fQYY","http://www.oralhealthgroup.com","en","https://pbs.twimg.com/profile_banners/3374050907/1519930551","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/907270762448539648/nSui4sF7_normal.jpg"
"x16616061","CDC Flu","CDCFlu","Atlanta, GA","Flu-related updates from the Centers for Disease Control & Prevention. Comments received are subject to PRA & may be archived http://t.co/0pSedHPF.","http://t.co/lUxZW5JZh3",FALSE,793590,145,4562,4827,698,2008-10-06 16:50:46,TRUE,"http://t.co/lUxZW5JZh3","http://www.cdc.gov/flu","en","https://pbs.twimg.com/profile_banners/16616061/1364832010","http://pbs.twimg.com/profile_background_images/830723821/23f0a3fd68d9539fed2e5c4b734ed515.jpeg","http://pbs.twimg.com/profile_images/3462120706/20423349f3c54e6b6759eac28ca3219a_normal.jpeg"
"x1117395169","AFHSB","AFHSBPAGE","Falls Church, VA","Armed Forces #Health Surveillance Branch is the central #Epidemiological health resource for the U.S. #Military & #HealthProviders.","https://t.co/fZYbh8UQlO",FALSE,2057,1930,155,10665,2169,2013-01-24 18:05:04,FALSE,"https://t.co/fZYbh8UQlO","http://www.health.mil/afhsb","en","https://pbs.twimg.com/profile_banners/1117395169/1517337071","http://pbs.twimg.com/profile_background_images/776695764/a75f9422d06548f4d52526be5a9f4db4.jpeg","http://pbs.twimg.com/profile_images/635710547539791872/iLrSQzUh_normal.png"
"x852604410928615424","calhealthreport","calhealthreport","California, USA","Covering health and health policy in California, focused on disadvantaged communities and populations. Edited by @heathergilligan, @murflynn, @hannahbguzik.","https://t.co/8Vwg5dmpZy",FALSE,512,761,16,3523,102,2017-04-13 19:28:27,FALSE,"https://t.co/8Vwg5dmpZy","http://calhealthreport.org","en","https://pbs.twimg.com/profile_banners/852604410928615424/1504733363",,"http://pbs.twimg.com/profile_images/905543407048654848/PegN15--_normal.jpg"
"x2215918730","Medical News Bulletin","MedNewsBulletin","Toronto, Ontario","A not-for-profit online magazine providing you with the latest news in health and medical research. Tweets are not medical advice.","http://t.co/XuqciahnBv",FALSE,2283,1836,115,4691,160,2013-11-26 15:34:54,FALSE,"http://t.co/XuqciahnBv","http://medicalnewsbulletin.com","en","https://pbs.twimg.com/profile_banners/2215918730/1459882048","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/717423343146762240/6102kocE_normal.jpg"
"x610697817","GoldenGateUrgentCare","GoldenGateUC","San Francisco, CA","Board Certified Emergency Physicians directing independent Urgent Care for the future of health care","http://t.co/IJav6FRveH",FALSE,52,18,2,522,3,2012-06-17 08:04:39,FALSE,"http://t.co/IJav6FRveH","http://www.golgengateurgentcare.com","en","https://pbs.twimg.com/profile_banners/610697817/1499969850","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/437303572288372736/TOF6kKvM_normal.png"
