"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x259096053","Leigh-Allyn Baker","L_A_Baker","California","Yep. I’m that crazy Mom from Good Luck Charlie, nerdy neighbor from Will & Grace, and disgruntled detective from Bad Hair Day.",,FALSE,509459,117,512,2569,245,2011-03-01 03:49:54,TRUE,,,"en","https://pbs.twimg.com/profile_banners/259096053/1485138904","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/460531606340395008/FIYwCfPw_normal.jpeg"
"x27648427","ID in Children","IDinChildren","Thorofare, NJ","The official Twitter feed for Infectious Diseases in Children","http://t.co/iktEOVFBNV",FALSE,3541,411,174,8085,110,2009-03-30 14:42:15,FALSE,"http://t.co/iktEOVFBNV","http://www.healio.com/pediatrics","en","https://pbs.twimg.com/profile_banners/27648427/1463164232","http://pbs.twimg.com/profile_background_images/535731458/Healio_twitterBG_large_IDC.jpg","http://pbs.twimg.com/profile_images/630731244762959872/6GiJfnvX_normal.jpg"
"x2411248412","Natural Gear Camo","NaturalGearCamo","Arkansas","Natural Gear Branded Camouflage Clothing and Accessories","http://t.co/txyBdskn87",FALSE,396,256,2,67,17,2014-03-25 16:21:59,FALSE,"http://t.co/txyBdskn87","http://naturalgear.com","en","https://pbs.twimg.com/profile_banners/2411248412/1519409486","http://pbs.twimg.com/profile_background_images/448825137991667712/giMrLLJP.jpeg","http://pbs.twimg.com/profile_images/967094735201447936/kpiZdJdv_normal.jpg"
"x66576089","Jacob Litoff","jlitvlnvla","Millis, MA","","http://t.co/FncgSzOUZz",FALSE,274,469,9,12309,1888,2009-08-18 02:54:47,FALSE,"http://t.co/FncgSzOUZz","http://charlesriversinfonietta.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1309202790/31115_1320392975000_1386074878_30742296_3096329_n_normal.jpg"
"x84472909","Fuller Caton","fedcato","USA","",,FALSE,3203,2702,12,9838,94,2009-10-23 01:22:47,FALSE,,,"en","https://pbs.twimg.com/profile_banners/84472909/1518307929","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/962478666314903552/YufT9ud8_normal.jpg"
"x247351807","NFID","NFIDvaccines","Bethesda, MD","Non-profit educating public & #healthcare professionals on causes, treatment, & prevention of infectious diseases across the lifespan #FightFlu #GetVaccinated","http://t.co/uI84I9o67B",FALSE,5319,4184,155,14296,1460,2011-02-04 16:31:52,FALSE,"http://t.co/uI84I9o67B","http://www.nfid.org/info","en","https://pbs.twimg.com/profile_banners/247351807/1386167943","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000867106495/72WYzeR4_normal.jpeg"
"x371332784","Giuseppina Farach","GiuseppinaFarac","Alpharetta Georgia","Dentista ,ortodoncista..Le sonrio a la vida para que me sonria a mi.",,FALSE,325,721,1,586,35,2011-09-10 17:03:02,FALSE,,,"en","https://pbs.twimg.com/profile_banners/371332784/1401738113","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/378800000748592681/24b88a495d1c6a9964f7125e816a2d7e_normal.jpeg"
"x190939080","Dawnie Rotten 🇺🇸 ♊","DawnieRotten","CT","I am, Cherokee.There is no such thing as god(s); REVOLUTION!! I am a photographer; Heavy Metal, R-N-R & Punk! NO to the NWO! I am FREE from the INSANITY!","https://t.co/mcwRTtEQv2",FALSE,650,1881,23,39134,1400,2010-09-15 06:10:44,FALSE,"https://t.co/mcwRTtEQv2","https://seen.life/21903429dawnie-liberty-rotten/profile","en","https://pbs.twimg.com/profile_banners/190939080/1518304620","http://pbs.twimg.com/profile_background_images/280336522/qrchromexMySpace.jpg","http://pbs.twimg.com/profile_images/907697321357529089/Dqv0YDkk_normal.jpg"
"x155668103","Apex Coture Magazine","ApexCotureMag","Orlando & Jacksonville, FL","Apex Coture Magazine an Urban Variety Publication. @FleetDJs Photography. For Features/Specials contact ApexCotureMag@gmail.com 813-858-8817","https://t.co/AUlft3dnaL",FALSE,5471,3008,212,152954,8681,2010-06-14 19:39:15,FALSE,"https://t.co/AUlft3dnaL","http://www.ApexCotureMag.com","en","https://pbs.twimg.com/profile_banners/155668103/1498156224","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/955209228431626241/OYL9lWbr_normal.jpg"
"x917941049305288704","Mane Media - TAMUC","manemediatamuc","Commerce, TX","Mane Media is the student media organization on the Campus of Texas A&M University-Commerce. Follow us to see the amazing content the students produce! #TAMUC",,FALSE,94,283,0,120,69,2017-10-11 02:32:55,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/917942026741563392/uFbrNRzU_normal.jpg"
