"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x338638213","craig chintella","UTRocketsCraig","Twinsburg, OH","there's always next year",,FALSE,215,980,4,12212,5662,2011-07-19 21:38:54,FALSE,,,"en","https://pbs.twimg.com/profile_banners/338638213/1491177758","http://pbs.twimg.com/profile_background_images/293323500/University_of_Toledo_Glass_Bowl_uto2_large.jpg","http://pbs.twimg.com/profile_images/796530834404679680/s7rcLz8__normal.jpg"
"x22689184","heather","hnb6458","Ohio","Hamilton. Twenty One Pilots. Buckeyes. 2016 AL Champion Indians. 2016 NBA Champion Cavs. Browns. Blue Jackets.",,FALSE,2075,520,51,125365,183303,2009-03-03 22:10:33,FALSE,,,"en","https://pbs.twimg.com/profile_banners/22689184/1512521634","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/962807439946108931/Yz1HHhJp_normal.jpg"
"x91441711","Shangela","itsSHANGELA","Hollywood, CA","(AKA D.J. Pierce) Actor, Comedian, Host, Business Owner, Fish-On-The-Go, All Stars 3 Diva, Queen of Halleloo! Booking@SayWhatEntertainment.com","https://t.co/VJ6dgURxbz",FALSE,205259,1081,948,42730,2832,2009-11-20 22:36:43,TRUE,"https://t.co/VJ6dgURxbz","http://www.shangela.com","en","https://pbs.twimg.com/profile_banners/91441711/1518624893","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/966661721300578304/jxL62ZvO_normal.jpg"
"x2868356224","Beadwidth","MondayDoug","Crossville, TN","Dad,  family man,  America lover that stands for the National Anthem,  Trump Train conductor",,FALSE,23,66,0,216,625,2014-11-09 02:25:44,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2868356224/1517630332","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/959637278099468288/TTHnttXo_normal.jpg"
"x492002441","Evo","Evosp3c","Chicago","Twitch Affiliate | Sic Parvis Magna | Cars | Motorcycles | Photography |  Bourbon & Beer | Part of #ThePizzaParty stream team! | Email: ytevosp3c@gmail.com","https://t.co/S6fOqHGbli",FALSE,151,245,9,1832,3490,2012-02-14 07:41:24,FALSE,"https://t.co/S6fOqHGbli","http://www.twitch.tv/evosp3c","en","https://pbs.twimg.com/profile_banners/492002441/1499813072","http://pbs.twimg.com/profile_background_images/424629858/unite_sound_transformation_by_tehacesequence.jpg","http://pbs.twimg.com/profile_images/942098821080928256/8Uiao9Oj_normal.jpg"
"x905750970033950721","Anita Doseck | Motherhood Made Simple","anita_doseck","Findlay, OH","Mommy of two, wife, cook, writer, gardener","https://t.co/lcqlM45T7o",FALSE,33,61,0,230,158,2017-09-07 11:13:54,FALSE,"https://t.co/lcqlM45T7o","http://www.motherhood-made-simple.com","en","https://pbs.twimg.com/profile_banners/905750970033950721/1516365663","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/952262958666612736/7ii5EuG0_normal.jpg"
"x51781827","Ann Marie","AnnMarieDetav","Waynesville, Missouri","Army Wife, Busy Mom, Balance Seeker, PA Dutch, Avid Gardener, Hugger, Compulsive Oreo Eater, Storyteller, 
Social Media Manager @MainLineParent @PhillyFamilyMag","http://t.co/PHpurrl7bA",FALSE,2573,1130,174,10069,451,2009-06-28 17:15:40,FALSE,"http://t.co/PHpurrl7bA","http://farminggrace.com","en","https://pbs.twimg.com/profile_banners/51781827/1512502492","http://pbs.twimg.com/profile_background_images/122496675/wood.jpg","http://pbs.twimg.com/profile_images/500088714425405440/Re2wjav-_normal.jpeg"
"x92544957","Robbie Strazynski","cardplayerlife","Israel","Owner of Cardplayer Lifestyle Poker Blog and @PokerNotesLive mobile app.
Co-host of @PokerNews' @TopPair podcast.
Relentless enthusiasm!","https://t.co/LAAKBMTtfi",FALSE,2364,682,108,22990,10091,2009-11-25 15:27:01,TRUE,"https://t.co/LAAKBMTtfi","http://cardplayerlifestyle.com","en","https://pbs.twimg.com/profile_banners/92544957/1494748116","http://pbs.twimg.com/profile_background_images/378800000163523799/r_wczhwF.png","http://pbs.twimg.com/profile_images/579587487233810432/ovY6rXU2_normal.jpg"
"x1385624540","My Homework Help","MyHomeworkHelp1","New York, USA","Need help with your #college #assignment? Let us know, and we will get you through the #school year. We are experts at getting you help. Get help on #sunday","https://t.co/rVLaro3f4I",FALSE,28065,259,26,8991,49,2013-04-27 22:46:28,FALSE,"https://t.co/rVLaro3f4I","https://myhomeworkhelp.com/","en","https://pbs.twimg.com/profile_banners/1385624540/1367183425","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3587842760/2d76bdb866097f6e0aa8790ac49297d3_normal.jpeg"
"x1019381","Tom Callaway","spotrh","Cary, NC","Open Source Technologist @ Red Hat 

Co-author of Raspberry Pi Hacks (O'Reilly, 2013): https://t.co/aP5mqlPO0N",,FALSE,1955,849,117,5869,732,2007-03-12 15:41:53,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1019381/1487194579","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/657728926555308036/XpK5Ufl5_normal.jpg"
"x223386446","Mike Chervanik","mchervanik","SLC","Politics nerd and sports fan, mainly NBA.  Am Here to make snarky tweets and see the latest news.
#takenote 🎷🏀",,FALSE,23,431,1,564,364,2010-12-06 07:14:59,FALSE,,,"en","https://pbs.twimg.com/profile_banners/223386446/1519687016","http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/927334997760937985/dSxJJRsL_normal.jpg"
"x46152756","Steve Yavner","niagarasteve","Toronto, Canada","""The world runs by its own rules and not ours and that we're just along for the ride!""",,FALSE,704,2440,2,7342,6980,2009-06-10 16:27:31,FALSE,,,"en","https://pbs.twimg.com/profile_banners/46152756/1482521217","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/267952446/100_0093_normal.JPG"
"x930534752595185664","500 Athenians","500Athenians","New York, USA","If their future enemy is never born they will not have to lose their future war. Retweets are not approvals. Blocked by numerous 'The Guardian' propagandists.",,FALSE,188,682,0,473,20,2017-11-14 20:35:48,FALSE,,,"en","https://pbs.twimg.com/profile_banners/930534752595185664/1518478803",,"http://pbs.twimg.com/profile_images/963496867593146368/3c4EHQBc_normal.jpg"
"x398428173","Herie7","nashc7","Denver, CO","Spinning fiber into yarn is my passion.","http://t.co/kWH07PVkLO",FALSE,477,418,27,7808,2785,2011-10-26 01:42:45,FALSE,"http://t.co/kWH07PVkLO","http://www.herie7.etsy.com","en",,"http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1983161979/image_normal.jpg"
"x247860946","AngeRY Cat nO bAnaNa","BubblexBlondie","Purdue University","I’m just saying what we’re all thinking",,FALSE,192,476,0,1173,807,2011-02-05 18:39:02,FALSE,,,"en","https://pbs.twimg.com/profile_banners/247860946/1499920192","http://pbs.twimg.com/profile_background_images/332281007/Rainbow_Zebra_by_PaperMonicle.jpg","http://pbs.twimg.com/profile_images/883107470876565505/dV6m9rlG_normal.jpg"
"x184160664","Jimmy Bilger","JBilger21","Towson, MD","PSU '16 ⚽️ PA ➡️ MD 👻 jbilger21",,FALSE,270,418,1,4452,2158,2010-08-28 21:16:36,FALSE,,,"en","https://pbs.twimg.com/profile_banners/184160664/1503080711","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/893223097158868992/HqVEaDnt_normal.jpg"
