"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x24296023","The Cavalier Daily","cavalierdaily","Charlottesville, VA","@UVA's premier student-operated independent news organization and Charlottesville's oldest daily newspaper.","http://t.co/MH6BVaySQT",FALSE,23709,436,438,16813,876,2009-03-14 00:55:04,TRUE,"http://t.co/MH6BVaySQT","http://www.cavalierdaily.com","en","https://pbs.twimg.com/profile_banners/24296023/1515535587","http://pbs.twimg.com/profile_background_images/378800000119011772/99d3de015354c955185061e2d7371602.jpeg","http://pbs.twimg.com/profile_images/899650184228950017/4XyZvejf_normal.jpg"
"x23997168","Terry Fox","AcupunctureASOM","Fort Collins, Colorado","Cosmetic Facial Acupuncturist & podcast host helping mompreneurs look and feel their foxy best!","https://t.co/0HBoclAQ7N",FALSE,2813,2373,80,1570,6,2009-03-12 18:15:13,FALSE,"https://t.co/0HBoclAQ7N","http://www.artesianspringom.com","en","https://pbs.twimg.com/profile_banners/23997168/1431970502","http://pbs.twimg.com/profile_background_images/64892431/chinese-painting-carp-CA0809.jpg","http://pbs.twimg.com/profile_images/951207205478457344/ubuHg-yt_normal.jpg"
"x241215352","American Hospital Association","ahahospitals","Washington, DC","The American Hospital Association represents nearly 5000 hospitals + health systems and serves their patients & communities. Follow @AHAadvocacy to #ProtectCare","https://t.co/my7Be1aQFL",FALSE,41603,2049,875,11070,985,2011-01-21 18:52:07,TRUE,"https://t.co/my7Be1aQFL","http://www.aha.org","en","https://pbs.twimg.com/profile_banners/241215352/1486068305","http://pbs.twimg.com/profile_background_images/796573058/16da9e0daf47e30f6a6db9e6129b8fed.png","http://pbs.twimg.com/profile_images/861578238941855744/73gFf9Mm_normal.jpg"
"x2724814158","cold-Q","coldQ1","Canada","Cold-Q™ is a #natural #oralspray #antiviral designed to attack the #coldandflu #virus Shown to inactivate the #swineflu strains #H1N1 #H3N2  #ColdQtotheResQ","https://t.co/v9alQj09K2",FALSE,518,551,36,3395,1343,2014-08-11 23:10:37,FALSE,"https://t.co/v9alQj09K2","http://www.coldq.com","en","https://pbs.twimg.com/profile_banners/2724814158/1440393117","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/636711553375473665/bmhDvLf7_normal.jpg"
"x408639138","ROGER MORALES","MYKIDSDOCTOR","GEORGIA","Dr Roger L Morales, MD, FAAP;    Medical Director of Excellent Pediatrics;","http://t.co/nZaciZ1O8H",FALSE,35,25,1,938,3,2011-11-09 17:56:37,FALSE,"http://t.co/nZaciZ1O8H","http://www.EXCELLENTPEDIATRICS.com","en","https://pbs.twimg.com/profile_banners/408639138/1429105175","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1640388413/doc_pic_normal.jpg"
"x933733284814737409","Reeces Pieces in a Diabetes World","ReecesPiecesDi","Gainesville, GA","I’m Mandy, certified diabetes educator & clinical pharmacist. My vision is to empower people with diabetes to have the best quality of life.","https://t.co/dlXfTP9mr9",FALSE,44,172,1,226,276,2017-11-23 16:25:37,FALSE,"https://t.co/dlXfTP9mr9","http://reecespiecesinadiabetesworld.com/","en","https://pbs.twimg.com/profile_banners/933733284814737409/1511539129",,"http://pbs.twimg.com/profile_images/947881007197200384/DjWzNBrQ_normal.jpg"
"x20630658","WPDE ABC15","wpdeabc15","Myrtle Beach, SC","News, weather and sports for the Grand Strand and Pee Dee.","http://t.co/Mz42kkBEY0",FALSE,63209,528,418,84470,2036,2009-02-11 21:35:06,TRUE,"http://t.co/Mz42kkBEY0","http://www.wpde.com","en","https://pbs.twimg.com/profile_banners/20630658/1500658691","http://pbs.twimg.com/profile_background_images/593092118832250880/2P9k9Mq6.jpg","http://pbs.twimg.com/profile_images/876818460000604161/yPPOuv-q_normal.jpg"
"x237912905","WI Health News","WiHealthNews","Madison, WI","The beating pulse of Wisconsin health news | https://t.co/KT6qHuuTjE | Tips: news@wisconsinhealthnews.com","http://t.co/XGeDWoOECC",FALSE,1889,1434,67,6829,66,2011-01-13 22:58:50,FALSE,"http://t.co/XGeDWoOECC","http://bit.ly/1cYEAgU","en","https://pbs.twimg.com/profile_banners/237912905/1445970177","http://pbs.twimg.com/profile_background_images/670359184/9cf434cde5e369e8f9e17d066f44398f.jpeg","http://pbs.twimg.com/profile_images/629307708093534208/7aHDYS09_normal.jpg"
"x20630658","WPDE ABC15","wpdeabc15","Myrtle Beach, SC","News, weather and sports for the Grand Strand and Pee Dee.","http://t.co/Mz42kkBEY0",FALSE,63209,528,418,84470,2036,2009-02-11 21:35:06,TRUE,"http://t.co/Mz42kkBEY0","http://www.wpde.com","en","https://pbs.twimg.com/profile_banners/20630658/1500658691","http://pbs.twimg.com/profile_background_images/593092118832250880/2P9k9Mq6.jpg","http://pbs.twimg.com/profile_images/876818460000604161/yPPOuv-q_normal.jpg"
"x3124141852","Daulat Dipshan","AskMrD5","Connecticut","My Mission Is To Help You Discover The Wonderful Miracle In You Through The Power Of What Nature Gives In Raw Foods & The Benefits Of Juicing Raw Foods & Fruits","http://t.co/mkA9Hb6ZAQ",FALSE,5,13,0,40,0,2015-03-28 15:36:45,FALSE,"http://t.co/mkA9Hb6ZAQ","http://www.forgottenartofliving.com","en","https://pbs.twimg.com/profile_banners/3124141852/1427570666","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/581843088848498688/QVO_QBsn_normal.jpg"
"x17447528","AARC","aarc_tweets","Irving, Texas, USA","Official Twitter account of the American Association for Respiratory Care. Follow for news on the profession and AARC membership. RTs do not equal  endorsements","http://t.co/ASjM1n3gjN",FALSE,8906,953,121,5909,1469,2008-11-17 18:57:42,FALSE,"http://t.co/ASjM1n3gjN","http://www.aarc.org/","en","https://pbs.twimg.com/profile_banners/17447528/1509464553","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/888417542561161216/DWA3vN77_normal.jpg"
"x481465758","Flu Near You","FluNearYou","Boston, Massachusetts","Crowd-sourced flu surveillance in the US and Canada. Sign up and tell us: Do you have it in you?","https://t.co/b9AbWPfDOV",FALSE,2501,2440,72,1393,995,2012-02-02 19:56:39,FALSE,"https://t.co/b9AbWPfDOV","https://flunearyou.org/","en","https://pbs.twimg.com/profile_banners/481465758/1357764971","http://pbs.twimg.com/profile_background_images/759730500/91267dc23d30d383619b477f0355f69e.jpeg","http://pbs.twimg.com/profile_images/1799738813/TwitterLogo_normal.jpg"
"x345161879","Marshall Moss","MarshallMoss","State College, PA","This is my personal account.   V.P., Forecasting and Graphics Operations;  Senior Meteorologist;  AccuWeather, Inc. Proud SUNY Oswego alum","http://t.co/90Obuetrt6",FALSE,1929,1600,124,64151,5662,2011-07-30 04:31:40,FALSE,"http://t.co/90Obuetrt6","http://AccuWeather.com","en","https://pbs.twimg.com/profile_banners/345161879/1474562735","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/638474402858991616/MPEEGsdu_normal.jpg"
"x827296225955180544","Western Digital","westerndigital","San Jose, CA","We're creating environments for data to thrive so people, relationships, and experiences thrive. Retail Qs/support @wdcreators, Data Center @westerndigidc","https://t.co/w5EBG1bxr9",FALSE,18649,384,74,1203,647,2017-02-02 23:22:45,TRUE,"https://t.co/w5EBG1bxr9","https://www.wdc.com/about-wd/corporate-officers.html","en","https://pbs.twimg.com/profile_banners/827296225955180544/1507737651",,"http://pbs.twimg.com/profile_images/827691280977195009/EIxdTlBp_normal.jpg"
"x307176947","NC Health News","NCHealthNews","North Carolina","An independent, not-for-profit news service dedicated to everything healthcare in North Carolina - news, #ncga policy, research, trends.","https://t.co/zr6JLm0LmQ",FALSE,3242,350,152,5171,158,2011-05-29 04:51:23,FALSE,"https://t.co/zr6JLm0LmQ","http://www.northcarolinahealthnews.org","en","https://pbs.twimg.com/profile_banners/307176947/1519915959","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/912408751243776001/Cw32Re9-_normal.jpg"
"x22171612","AmJNurs","AmJNurs","NYC","American Journal of Nursing, the leading voice of nursing since 1900. Peer-reviewed, evidence-based, the most trusted source for nursing.","http://t.co/e2Sw1oNo0P",FALSE,52136,3679,927,11909,2358,2009-02-27 18:36:02,FALSE,"http://t.co/e2Sw1oNo0P","http://www.ajnonline.com","en","https://pbs.twimg.com/profile_banners/22171612/1423603618","http://pbs.twimg.com/profile_background_images/26648973/free_twitter_designer2.jpg","http://pbs.twimg.com/profile_images/1252582019/AJNcolor_200x150_normal.jpg"
"x16616061","CDC Flu","CDCFlu","Atlanta, GA","Flu-related updates from the Centers for Disease Control & Prevention. Comments received are subject to PRA & may be archived http://t.co/0pSedHPF.","http://t.co/lUxZW5JZh3",FALSE,793591,145,4561,4827,698,2008-10-06 16:50:46,TRUE,"http://t.co/lUxZW5JZh3","http://www.cdc.gov/flu","en","https://pbs.twimg.com/profile_banners/16616061/1364832010","http://pbs.twimg.com/profile_background_images/830723821/23f0a3fd68d9539fed2e5c4b734ed515.jpeg","http://pbs.twimg.com/profile_images/3462120706/20423349f3c54e6b6759eac28ca3219a_normal.jpeg"
