"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x15096908","Robert Moffitt","justplainbob","Saint Paul, MN","",,FALSE,1650,2216,84,35872,2892,2008-06-12 14:16:13,FALSE,,,"en","https://pbs.twimg.com/profile_banners/15096908/1400096333","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/62532049/Calvin_normal.jpg"
"x988943713","OCDPA","OCDPA","Ontario","The OCDPA's mission is to provide collaborative leadership to support a comprehensive chronic disease prevention system for Ontario.","http://t.co/UiIseETiJg",FALSE,616,402,32,3015,54,2012-12-04 14:58:21,FALSE,"http://t.co/UiIseETiJg","http://www.ocdpa.ca","en","https://pbs.twimg.com/profile_banners/988943713/1365512602","http://pbs.twimg.com/profile_background_images/790010335/a75643a80eb00d56379bcf03f0c982e9.png","http://pbs.twimg.com/profile_images/3494319348/f51c2f53d7d5b2c4900d732a914c44d9_normal.png"
"x915959837036511232","Lakewood Urgent Care","LakewoodUrgent","Lakewood, OH","A walk-in medical facility, open 7 days a week, with most insurances accepted. Providing professional care with a personal touch.","https://t.co/gVncXfgrKK",FALSE,22,54,0,173,16,2017-10-05 15:20:17,FALSE,"https://t.co/gVncXfgrKK","http://lakewoodurgentcare.org/","en","https://pbs.twimg.com/profile_banners/915959837036511232/1507217051","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/915960631064432645/VXgwh4NH_normal.jpg"
"x1436984886","subreena","MullisSabrina","","",,FALSE,32,168,2,1070,434,2013-05-18 00:16:52,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1436984886/1420339256","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/605384363757338624/HnZDfNcL_normal.jpg"
"x1597775383","HealthTipsFromProf","SteveChaneyTips","Chapel Hill, NC","Dr. Steve Chaney - Professor Emeritus at the University of North Carolina. Internationally known for his cancer research, teaching healthy living.","http://t.co/zZlDm0mFoy",FALSE,188,99,20,876,0,2013-07-16 07:06:41,FALSE,"http://t.co/zZlDm0mFoy","http://www.healthtipsfromtheprofessor.com","en","https://pbs.twimg.com/profile_banners/1597775383/1380316168","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/378800000515917997/258f705a41aa5a4403aefa2cf66f0c97_normal.jpeg"
"x298261064","Charming Shoppes","Teri_Dz","Kimberly, WI","Visit my essential oil blend shop: Charming Shoppes on Etsy","https://t.co/4zFEngdbpx",FALSE,93,188,3,3256,366,2011-05-14 00:42:34,FALSE,"https://t.co/4zFEngdbpx","https://linktr.ee/charmingshoppes","en","https://pbs.twimg.com/profile_banners/298261064/1506655786","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/913606788687319041/zSY5N9lc_normal.jpg"
"x236854797","Pharmacy Now!","nyrxman","Durham, NC","Harold E. Cohen, https://t.co/xQFX2lIRLD., BPh, BS is a graduate of Rutgers College of Pharmacy and former Publisher & Editor-in-Chief of U.S. Pharmacist .",,FALSE,194,113,15,5686,564,2011-01-11 14:36:49,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1212826814/HaroldCohen_normal.jpg"
"x14985126","Healthline","Healthline","San Francisco, CA","We’re committed to being your trusted ally in your pursuit of health and well-being. Count on us for information, guidance, inspiration, and genuine caring.","https://t.co/ZlMW0VgNRE",FALSE,37721,2229,995,34756,2659,2008-06-02 21:09:16,TRUE,"https://t.co/ZlMW0VgNRE","https://www.healthline.com/","en","https://pbs.twimg.com/profile_banners/14985126/1515192020","http://pbs.twimg.com/profile_background_images/102720471/bg_hl_twitter_main_acct.jpg","http://pbs.twimg.com/profile_images/948638183876542465/YTjY8XW5_normal.jpg"
"x917568750","KatiePetersPlays","PlayKatiePlay","The Starship Enterprise","#Twitch Streamer. Coffee + Horror Game Connoisseur. | Powered by @ASTROGaming + @ElgatoGaming | 📫 : katiepetersplays@gmail.com","https://t.co/aCB0jWyEzo",FALSE,2581,305,93,17996,21483,2012-10-31 20:08:14,FALSE,"https://t.co/aCB0jWyEzo","http://www.twitch.tv/katiepetersplays","en","https://pbs.twimg.com/profile_banners/917568750/1516679976","http://pbs.twimg.com/profile_background_images/378800000061585365/a13bad5c9490b231863c1b27cc7ace8f.jpeg","http://pbs.twimg.com/profile_images/955891623514202112/aqOueZ14_normal.jpg"
"x2806726739","Psycho Ooooo","NeofletperMaifl","Washington, DC","Bacon advocate. Devoted alcohol junkie. Coffee ninja. Lifelong troublemaker. Amateur communicator. Internetaholic.",,FALSE,149,0,0,32718,0,2014-10-05 04:34:52,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2806726739/1485588282","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/825243147118714880/0KqxZ993_normal.jpg"
"x17012707","Sunbeams Are Free","JackDeTate","San Marcos, CA","Ontogeny recapitulates phylogeny. Chaos destabilizes organized activity. Beauty beckons the beholder.","https://t.co/gLJFnPDLLK",FALSE,2294,788,106,183082,5226,2008-10-28 01:57:46,FALSE,"https://t.co/gLJFnPDLLK","http://jackdetate.wordpress.com","en","https://pbs.twimg.com/profile_banners/17012707/1400438754","http://pbs.twimg.com/profile_background_images/658787149727207424/w0GKlq0I.jpg","http://pbs.twimg.com/profile_images/908434698480771072/v_oyY4Ii_normal.jpg"
"x565009410","Sara Taylor","Messy_Saylor","Nashville","That blonde girl from Messy Mondays who's no longer very blonde. Blogger and essential oil user.","https://t.co/jDiaOrrdmV",FALSE,3309,124,19,1053,167,2012-04-27 21:24:35,FALSE,"https://t.co/jDiaOrrdmV","http://www.saylor.life","en","https://pbs.twimg.com/profile_banners/565009410/1516043760","http://pbs.twimg.com/profile_background_images/736609889/92bc930d46f6ee72597c84b7924d0c40.jpeg","http://pbs.twimg.com/profile_images/952982714386472961/Ys4kjc6s_normal.jpg"
"x786382104481325056","2nd 1st chance GIVEN","2nd1stchance","Texas, USA","MOM1ST,  chasing my lion, TUMORFREE. sports junkie, coach",,FALSE,69,122,0,608,801,2016-10-13 01:44:38,FALSE,,,"en","https://pbs.twimg.com/profile_banners/786382104481325056/1518206999",,"http://pbs.twimg.com/profile_images/951520813957689344/1XIa3cJv_normal.jpg"
"x1478146884","Platinum Investment","PlatinumInvest1","State of Michigan","Real Estate Investment & Insurance Professionals",,FALSE,80,468,3,1266,339,2013-06-02 20:43:37,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1478146884/1518253191","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000479012195/1eae680a3afcbb6f38b0b2a95b75bd86_normal.jpeg"
"x2559957637","MSN Sports","MSNSports","USA","Official Twitter feed of MSN Sports. Bringing you the latest sports news from the world's top sources.","http://t.co/Z0fbk8QzpV",FALSE,10419,221,114,42563,471,2014-06-10 21:22:07,TRUE,"http://t.co/Z0fbk8QzpV","http://msn.com/en-us/sports","en","https://pbs.twimg.com/profile_banners/2559957637/1412377564","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/507911736662298625/bUC9Vb_A_normal.jpeg"
"x236780729","The Dream Shake","DreamShakeSBN","Houston, TX","The Dream Shake is @SBNation's Houston Rockets blog. Like us on Facebook at https://t.co/QJjQ8u6kWl. Managed by @ethanrothstein & staff. tdseditor@gmail.com","https://t.co/jTUWVPJQsi",FALSE,15635,872,637,35994,1603,2011-01-11 10:45:56,TRUE,"https://t.co/jTUWVPJQsi","http://thedreamshake.com","en","https://pbs.twimg.com/profile_banners/236780729/1446964018","http://pbs.twimg.com/profile_background_images/191342362/Olajuwon-J.jpeg","http://pbs.twimg.com/profile_images/378800000633401714/a85b655be738658cc6c39b2008bb8f3e_normal.png"
"x966081623207821312","Elevation Family Chiropractic","EFC0008","Carlsbad, CA","We believe In redefining healthcare & empowering people with the knowledge & resources to raise happy, healthy families.",,FALSE,15,84,0,6,2,2018-02-20 22:46:22,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/966083664005099521/7jUO8tof_normal.jpg"
"x246193294","Jan Martin","jethrotoll","Florida, USA","I am From London sadly not born , I believe in God the Father, Jesus the Son, the Holy Scriptures , the truth , WikiLeaks and like to read, travel, and music",,FALSE,1476,5001,52,92901,14430,2011-02-02 10:02:25,FALSE,,,"en","https://pbs.twimg.com/profile_banners/246193294/1402586210","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/463700953380577282/ZiDEe4xY_normal.png"
"x39427853","Carl Watts","Poet_Carl_Watts","Los Angeles","UnifyHumanity4Survival!☮Art/artists/nutrition/humanRights. Writer https://t.co/R38KUvBT0Z Certified Health Coach Veinesco https://t.co/E74UUtQBrr","http://t.co/Z6V4R36uwL",FALSE,76705,75475,2511,533802,4696,2009-05-12 03:52:18,FALSE,"http://t.co/Z6V4R36uwL","http://www.carlwattsartist.com/How2AlignHumanity.html","en","https://pbs.twimg.com/profile_banners/39427853/1358189525","http://pbs.twimg.com/profile_background_images/58129015/Carl_-_Copy.jpg","http://pbs.twimg.com/profile_images/2732131289/464541a4791d86c28dccc9ef22fb03e6_normal.png"
"x255988002","US Army Central","usarmycentral","Shaw AFB, Sumter, SC","USARCENT official twitter handle of U.S. Army Central (Following, RTs and links ≠ endorsement) https://t.co/eTPSl7hUJq","https://t.co/bUucQGcXxA",FALSE,4477,226,98,4492,1745,2011-02-22 12:36:48,FALSE,"https://t.co/bUucQGcXxA","http://www.facebook.com/usarmycentral","en","https://pbs.twimg.com/profile_banners/255988002/1518020792","http://pbs.twimg.com/profile_background_images/208726959/x80e92d93ecfabd4fa3b60769c2b98d1.png","http://pbs.twimg.com/profile_images/918088751951241216/cdeQo8mt_normal.jpg"
"x18102023","Vioguard","Vioguard","Bothell, WA","World's First Self-Sanitizing Keyboard","http://t.co/ZQdnWVUhYv",FALSE,573,508,0,137,1,2008-12-13 18:02:28,FALSE,"http://t.co/ZQdnWVUhYv","http://www.vioguard.com","en","https://pbs.twimg.com/profile_banners/18102023/1507307400","http://pbs.twimg.com/profile_background_images/17180237/Picture_1.png","http://pbs.twimg.com/profile_images/874060720605757440/F38Ahusj_normal.jpg"
"x852206475535687680","Montana Tweets","Montana_Tweets","Big Sky","Its a Montana Thing",,FALSE,52,6,4,19433,0,2017-04-12 17:07:11,FALSE,,,"en","https://pbs.twimg.com/profile_banners/852206475535687680/1492017280",,"http://pbs.twimg.com/profile_images/852207894321799168/JDfciqlH_normal.jpg"
"x21243049","Billings Gazette","billingsgazette","Billings, MT","Bringing you the latest from Montana's largest city. Follow for breaking, state and local news.","http://t.co/zHuQuiSC2N",FALSE,32230,745,513,59340,679,2009-02-18 21:28:54,FALSE,"http://t.co/zHuQuiSC2N","http://www.billingsgazette.com","en","https://pbs.twimg.com/profile_banners/21243049/1507585581","http://pbs.twimg.com/profile_background_images/208516685/new-twitter-bg-2.png","http://pbs.twimg.com/profile_images/917484976949444608/6eoPhUDg_normal.jpg"
"x15050354","Deseret News","DeseretNews","Salt Lake City, UT","Official Twitter of the Deseret News","http://t.co/u6HviJ3MfM",FALSE,90851,143,1546,125744,825,2008-06-08 21:32:51,TRUE,"http://t.co/u6HviJ3MfM","http://www.deseretnews.com","en","https://pbs.twimg.com/profile_banners/15050354/1472685358","http://pbs.twimg.com/profile_background_images/5990408/dntwitter-bkgd.png","http://pbs.twimg.com/profile_images/771103401195163648/hqmuKV9c_normal.jpg"
"x2680615508","The Majors LA","TheMajorsLA","Los Angeles, CA","#Lakers #Clippers #LAAngels #Dodgers #LAKings #Ducks #Galaxy LA Sports News, Rumors.","https://t.co/RdsvHSGHra",FALSE,234,201,18,72077,2,2014-07-25 22:26:12,FALSE,"https://t.co/RdsvHSGHra","http://la.themajors.net","en","https://pbs.twimg.com/profile_banners/2680615508/1499307973","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/882787655997472768/MvGpcbvY_normal.jpg"
"x2680615508","The Majors LA","TheMajorsLA","Los Angeles, CA","#Lakers #Clippers #LAAngels #Dodgers #LAKings #Ducks #Galaxy LA Sports News, Rumors.","https://t.co/RdsvHSGHra",FALSE,234,201,18,72077,2,2014-07-25 22:26:12,FALSE,"https://t.co/RdsvHSGHra","http://la.themajors.net","en","https://pbs.twimg.com/profile_banners/2680615508/1499307973","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/882787655997472768/MvGpcbvY_normal.jpg"
"x924306066967613441","Sanjay Gupta","sanjayguptabgs","Kingston, Ontario","Successful people ask better questions. As a result, they get better answers. Need answers to help your business grow? I offer consulting and coaching!","https://t.co/Lz5xdw9lsK",FALSE,1957,1919,3,3276,91,2017-10-28 16:05:13,FALSE,"https://t.co/Lz5xdw9lsK","http://sanjaykgupta.com","en","https://pbs.twimg.com/profile_banners/924306066967613441/1512322165",,"http://pbs.twimg.com/profile_images/963250340387786753/MFOZvn5r_normal.jpg"
"x17781206","Nebraska Nicole","nebraskanicole1","40° 48' N / 96° 41' W","Nebraska native. Green Bay Packers owner. Political free agent.",,FALSE,571,1223,29,33399,14982,2008-12-01 15:39:16,FALSE,,,"en",,"http://pbs.twimg.com/profile_background_images/431875367674982400/-5fpNFLl.jpeg","http://pbs.twimg.com/profile_images/427486973/cody_normal.jpg"
"x569540227","Sully Sullenberger","Captsully","California","Speaker, Safety Advocate, #BestSellingAuthor, Pilot #MiracleOnTheHudson #Flight1549 #Sully #LeadershipByExample #RiskManagement #CrisisManagement","http://t.co/wMPrybTR5c",FALSE,48558,2769,448,1434,1060,2012-05-03 00:14:49,TRUE,"http://t.co/wMPrybTR5c","http://sullysullenberger.com/","en","https://pbs.twimg.com/profile_banners/569540227/1429023008","http://pbs.twimg.com/profile_background_images/378800000090900953/e5d7a6a563b3c30a82067c9a7a97bc25.jpeg","http://pbs.twimg.com/profile_images/677957186304143360/iBFo9Lyc_normal.jpg"
"x955885634530537472","Brianne Smith","Briannesmith_MC","Manhattan, KS","",,FALSE,3,2,0,2,1,2018-01-23 19:31:09,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/955887120207503360/1aE3XVhK_normal.jpg"
"x41980207","DailyDodgers","DailyDodgers","Los Angeles","","http://t.co/wd8RdhtEEj",FALSE,1577,9,64,65999,0,2009-05-23 05:16:31,FALSE,"http://t.co/wd8RdhtEEj","http://www.dailydodgers.com","en","https://pbs.twimg.com/profile_banners/41980207/1412369348","http://pbs.twimg.com/profile_background_images/22744294/nvlosangelesdogers.br.jpg","http://pbs.twimg.com/profile_images/518140241371070464/CvChxLob_normal.jpeg"
"x243217334","NatlHispCouncilAging","NHCOA","Washington, DC","NHCOA is the leading national organization working to improve the lives of Hispanic older adults, families & caregivers. Follows/RTs are not endorsements.","http://t.co/g4WTVeRYnd",FALSE,3303,1340,170,13869,1151,2011-01-26 15:29:09,FALSE,"http://t.co/g4WTVeRYnd","http://www.nhcoa.org","en","https://pbs.twimg.com/profile_banners/243217334/1476817338","http://pbs.twimg.com/profile_background_images/454797111/NHCOA-Twitter-BG3.jpg","http://pbs.twimg.com/profile_images/1572663603/181625_201687419845581_196252927055697_854498_1244591_n_normal.jpg"
"x15535860","#NBC7 San Diego","nbcsandiego","San Diego, CA","Breaking news, exclusive stories, weather & conversation.","https://t.co/ucwYB98GXz",FALSE,231316,4368,2729,144788,5577,2008-07-22 19:34:30,TRUE,"https://t.co/ucwYB98GXz","http://www.NBC7.com","en","https://pbs.twimg.com/profile_banners/15535860/1519677205","http://pbs.twimg.com/profile_background_images/664019129/3s49dsfhybmwh2kg24tx.jpeg","http://pbs.twimg.com/profile_images/954135120188862464/2entaN4O_normal.jpg"
"x25928253","WebMD","WebMD","USA","WebMD and our medical team bring you the most trust-worthy and timely health news and information.","https://t.co/J4ycwUdOS2",FALSE,2940301,404,9933,31566,4793,2009-03-23 01:43:59,TRUE,"https://t.co/J4ycwUdOS2","http://wb.md/2kilagk","en","https://pbs.twimg.com/profile_banners/25928253/1490639975","http://pbs.twimg.com/profile_background_images/378800000085569241/b4ebee846aaf59a6d2e8805c0f01a06c.jpeg","http://pbs.twimg.com/profile_images/771386734760386562/-cRW6ixT_normal.jpg"
"x2750596922","DC Ranch Family Med","DCRanchFamilyMD","Scottsdale, AZ","Family Medical practice in beautiful #ScottsdaleAZ located in #DCRanchMarketplace. Providing healthcare the way it was meant to be personable and caring.","http://t.co/EB69fzx4S7",FALSE,179,318,4,819,33,2014-08-20 22:39:01,FALSE,"http://t.co/EB69fzx4S7","http://dcranchfamilymedicine.com","en","https://pbs.twimg.com/profile_banners/2750596922/1408575645","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/596513409434161153/aFRC4_IU_normal.jpg"
"x303846722","The Plumbing Works","PlumbingWorksPA","Reading, PA","The Plumbing Works is a premier home service company, proudly serving Reading, PA and the Greater Berks County area.","http://t.co/xlMPjvIOXe",FALSE,34,3,22,1780,0,2011-05-23 14:29:34,FALSE,"http://t.co/xlMPjvIOXe","http://www.theplumbingworks.com","en",,"http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1365888067/plumbingworksSM2_normal.jpg"
"x786382104481325056","2nd 1st chance GIVEN","2nd1stchance","Texas, USA","MOM1ST,  chasing my lion, TUMORFREE. sports junkie, coach",,FALSE,69,122,0,608,801,2016-10-13 01:44:38,FALSE,,,"en","https://pbs.twimg.com/profile_banners/786382104481325056/1518206999",,"http://pbs.twimg.com/profile_images/951520813957689344/1XIa3cJv_normal.jpg"
"x824333822682558464","March for Science LA","march4sciencela","Los Angeles, CA","Official Account for March for Science Los Angeles - Save the date! April 14, 2018 at Pershing Square for a Rally and Science Expo","https://t.co/XzGh0kpart",FALSE,3275,291,66,1499,2918,2017-01-25 19:11:13,TRUE,"https://t.co/XzGh0kpart","http://www.marchforsciencela.com","en","https://pbs.twimg.com/profile_banners/824333822682558464/1511220270",,"http://pbs.twimg.com/profile_images/932751529400066048/jFHAwIag_normal.jpg"
"x777950344751919104","Essentially New","Essentially_New","Oklahoma, USA","Stay-at-home-botanist turned Aromatherapy student.",,FALSE,12,17,0,49,0,2016-09-19 19:19:50,FALSE,,,"en","https://pbs.twimg.com/profile_banners/777950344751919104/1478659818",,"http://pbs.twimg.com/profile_images/796183147087958016/bU4zhMjh_normal.jpg"
